date, pm25, pm10, o3, no2, so2, co
2019/9/5, 37, 18, 24, 9, , 1
2019/9/6, 32, 14, 27, 6, , 1
2019/9/7, 29, 13, 29, 6, , 1
2019/9/8, 36, 18, 22, 11, , 1
2019/9/9, 28, 20, 21, 8, , 1
2019/9/10, 29, 20, 23, 8, , 1
2019/9/11, 33, 18, 25, 14, 2, 1
2019/9/12, 36, 23, 36, 22, 2, 2
2019/9/13, 50, 39, 39, 15, 2, 1
2019/9/14, 87, 28, 36, 14, 2, 1
2019/9/15, 63, 35, 33, 18, 2, 1
2019/9/16, 73, 31, 26, 23, 3, 1
2019/9/17, 71, 33, 27, 16, 2, 1
2019/9/18, 62, 24, 30, 12, 2, 1
2019/9/19, 49, 17, 26, 17, 2, 1
2019/9/20, 33, 16, 23, 3, 2, 1
2019/9/21, 26, 17, 20, 3, 2, 1
2019/9/22, 4, 16, 21, 4, 1, 1
2019/9/23, 19, 19, 18, 8, 1, 2
2019/9/24, 30, 22, 16, 10, 1, 1
2019/9/25, 34, 19, 20, 9, 1, 2
2019/9/26, 36, 20, 16, 12, 1, 1
2019/9/27, 37, 22, 24, 11, 1, 1
2019/9/28, 41, 18, 16, 6, 1, 1
2019/9/29, 38, 12, 2, 10, 2, 1
2019/9/30, 25, 18, 18, 7, 1, 1
2019/4/1, 45, 24, 38, 8, , 
2019/4/2, 58, 16, 34, 8, , 
2019/4/3, 35, 14, 29, 7, , 
2019/4/4, 21, 9, 31, 8, 1, 
2019/4/5, 20, 11, 41, 4, , 
2019/4/6, 17, 13, 35, 1, , 
2019/4/7, 20, 13, 37, 5, , 
2019/4/8, 23, 14, 37, 7, , 
2019/4/9, 24, 17, 36, 9, , 
2019/4/10, 26, 16, 31, 13, , 
2019/4/11, 29, 18, 38, 13, , 
2019/4/12, 46, 22, 28, 7, , 
2019/4/13, 57, 10, 16, 1, , 
2019/4/14, 32, 6, 36, 2, , 
2019/4/15, 14, 12, 31, 6, 3, 
2019/4/16, 22, 13, 33, 5, , 
2019/4/17, 28, 9, 37, 1, , 
2019/4/18, 23, 9, 39, 1, , 
2019/4/19, 18, 9, 50, 4, , 
2019/4/20, 23, 16, 49, 3, , 
2019/4/21, 36, 17, 46, 7, , 
2019/4/22, 43, 13, 37, 4, , 
2019/4/23, 33, 10, 36, 2, , 
2019/4/24, 19, 15, 37, 4, 5, 
2019/4/25, 24, 21, 35, 7, , 
2019/4/26, 31, 19, 34, 3, , 
2019/4/27, 33, 13, 31, 3, , 
2019/4/28, 31, 17, 32, 7, , 
2019/4/29, 42, 28, 29, 7, , 
2019/4/30, 54, 24, 24, 2, , 
2019/5/1, 55, 9, 35, 7, , 
2019/5/2, 18, 11, 34, 9, , 
2019/5/3, 17, 13, 39, 7, , 1
2019/5/4, 26, 15, 41, 4, , 1
2019/5/5, 37, 21, 38, 6, , 1
2019/5/6, 46, 14, 33, 2, , 1
2019/5/7, 33, 19, 34, 2, , 1
2019/5/8, 31, 22, 27, 3, , 1
2019/5/9, 37, 13, 25, 4, , 1
2019/5/10, 26, 13, 31, 6, , 1
2019/5/11, 28, 14, 40, 5, , 1
2019/5/12, 33, 17, 43, 14, , 1
2019/5/13, 45, 26, 52, 15, , 1
2019/5/14, 64, 33, 39, 9, , 1
2019/5/15, 67, 36, 36, 5, , 1
2019/5/16, 57, 24, 36, 1, , 1
2019/5/17, 34, 13, 36, 2, , 1
2019/5/18, 19, 11, 35, 3, , 1
2019/5/19, 21, 13, 37, 7, , 1
2019/5/20, 30, 16, 34, 8, , 1
2019/5/21, 38, 22, 33, 11, , 2
2019/5/22, 53, 18, 29, 7, , 1
2019/5/23, 42, 16, 28, 7, , 1
2019/5/24, 27, 12, 28, 3, , 1
2019/5/25, 25, 14, 29, 3, , 1
2019/5/26, 33, 16, 26, 6, , 1
2019/5/27, 36, 15, 28, 6, , 1
2019/5/28, 27, 17, 27, 11, , 1
2019/5/29, 29, 18, 31, 10, , 1
2019/5/30, 36, 20, 53, 15, , 1
2019/5/31, 42, 25, 56, 11, 2, 5
2019/6/1, 68, 18, 28, 3, , 8
2019/6/2, 52, 12, 29, 5, , 1
2019/6/3, 32, 12, 31, 4, , 1
2019/6/4, 25, 14, 34, 5, , 1
2019/6/5, 19, 14, 32, 2, , 1
2019/6/6, 21, 14, 32, 6, , 1
2019/6/7, 22, 13, 30, 4, , 1
2019/6/8, 22, 13, 35, 2, , 1
2019/6/9, 27, 11, 32, 5, , 1
2019/6/10, 28, 10, 32, 4, , 3
2019/6/11, 18, 16, 32, 5, , 1
2019/6/12, 30, 14, 34, 6, , 1
2019/6/13, 32, 14, 34, 7, , 1
2019/6/14, 30, 10, 34, 2, , 1
2019/6/15, 24, 11, 33, 2, , 1
2019/6/16, 26, 16, 27, 8, , 1
2019/6/17, 32, 14, 27, 3, , 1
2019/6/18, 34, 10, 29, 4, , 1
2019/6/19, 25, 14, 25, 7, , 1
2019/6/20, 27, 13, 29, 6, , 1
2019/6/21, 36, 13, 27, 5, , 1
2019/6/22, 38, 12, 27, 1, , 1
2019/6/23, 28, 38, 21, 7, , 2
2019/6/24, 100, 20, 27, 6, , 1
2019/6/25, 49, 13, 27, 8, , 1
2019/6/26, 32, 13, 22, 7, , 1
2019/6/27, 32, 14, 24, 7, , 1
2019/6/28, 31, 17, 26, 4, , 1
2019/6/29, 42, 17, 16, 3, , 1
2019/6/30, 55, 14, 22, 5, , 1
2019/1/1, 88, 28, 13, 11, 1, 1
2019/1/2, 82, 28, 10, 15, , 1
2019/1/3, 81, 37, 11, 18, , 2
2019/1/4, 97, 36, 11, 19, , 2
2019/1/5, 100, 36, 15, 17, , 2
2019/1/6, 97, 24, 16, 14, , 1
2019/1/7, 84, 40, 13, 15, , 1
2019/1/8, 99, 26, 14, 14, , 1
2019/1/9, 74, 17, 23, 19, , 1
2019/1/10, 37, 28, 18, 18, , 2
2019/1/11, 68, 37, 20, 15, , 3
2019/1/12, 89, 31, 21, 12, , 2
2019/1/13, 81, 27, 15, 15, , 1
2019/1/14, 80, 34, 14, 18, , 2
2019/1/15, 92, 39, 20, 19, , 1
2019/1/16, 92, 22, 16, 20, , 1
2019/1/17, 51, 29, 10, 18, , 2
2019/1/18, 71, 22, 22, 6, , 1
2019/1/19, 61, 12, 26, 10, , 1
2019/1/20, 27, 24, 17, 18, , 2
2019/1/21, 54, 29, 21, 21, , 1
2019/1/22, 68, 17, 32, 13, , 1
2019/1/23, 29, 14, 23, 18, , 1
2019/1/24, 22, 15, 17, 17, 1, 1
2019/1/25, 39, 15, 22, 17, 1, 1
2019/1/26, 40, 14, 31, 5, , 1
2019/1/27, 28, 19, 29, 14, , 1
2019/1/28, 27, 23, 29, 12, , 1
2019/1/29, 34, 19, 26, 11, , 1
2019/1/30, 41, 14, 30, 7, , 1
2019/1/31, 25, 23, 40, 5, , 1
2019/2/1, 36, 18, 29, 12, , 1
2019/2/2, 36, 21, 27, 11, , 2
2019/2/3, 56, 28, 16, 20, , 2
2019/2/4, 66, 31, 23, 19, , 1
2019/2/5, 74, 24, 28, 14, , 1
2019/2/6, 65, 19, 30, 14, , 1
2019/2/7, 42, 23, 28, 11, , 1
2019/2/8, 52, 11, 31, 2, , 1
2019/2/9, 26, 10, 34, 4, , 1
2019/2/10, 20, 19, 25, 19, , 1
2019/2/11, 49, 29, 23, 21, , 1
2019/2/12, 65, 31, 27, 21, , 1
2019/2/13, 81, 32, 30, 22, , 1
2019/2/14, 75, 35, 24, 22, , 1
2019/2/15, 78, 36, 25, 15, , 
2019/2/16, 80, 33, 33, 9, 5, 
2019/2/17, 83, 19, 28, 16, 1, 
2019/2/18, 52, 19, 25, 17, , 
2019/2/19, 46, 21, 26, 19, , 
2019/2/20, 51, 39, 31, 13, , 
2019/2/21, 72, 52, 31, 15, , 
2019/2/22, 87, 56, 36, 13, , 
2019/2/23, 91, 48, 28, 13, , 
2019/2/24, 87, 39, 33, 19, , 
2019/2/25, 76, 37, 31, 21, , 
2019/2/26, 75, 38, 34, 11, , 
2019/2/27, 76, 20, 33, 13, , 
2019/2/28, 40, 21, 26, 12, , 
2019/3/1, 41, 16, 29, 6, , 
2019/3/2, 34, 12, 31, 1, , 
2019/3/3, 22, 19, 37, 7, , 
2019/3/4, 27, 19, 32, 2, , 
2019/3/5, 34, 13, 41, 5, 7, 
2019/3/6, 24, 20, 31, 10, , 
2019/3/7, 33, 17, 28, 13, , 
2019/3/8, 27, 16, 26, 7, , 
2019/3/9, 26, 13, 21, 4, , 
2019/3/10, 26, 16, 29, 12, , 
2019/3/11, 27, 21, 25, 13, , 
2019/3/12, 48, 15, 24, 15, , 
2019/3/13, 31, 17, 28, 13, , 
2019/3/14, 37, 18, 31, 14, , 
2019/3/15, 37, 29, 37, 11, , 
2019/3/16, 61, 17, 36, 3, , 
2019/3/17, 36, 12, 34, 9, , 
2019/3/18, 20, 12, 34, 3, , 
2019/3/19, 18, 8, 31, 11, 2, 
2019/3/20, 12, 14, 34, 12, , 
2019/3/21, 37, 17, 40, 18, , 
2019/3/22, 46, 19, 43, 15, , 
2019/3/23, 53, 21, 40, 10, , 
2019/3/24, 54, 23, 36, 12, , 
2019/3/25, 50, 21, 40, 8, , 
2019/3/26, 41, 21, 41, 14, , 
2019/3/27, 31, 20, 41, 8, , 
2019/3/28, 47, 17, 43, 15, , 
2019/3/29, 44, 23, 49, 15, , 
2019/3/30, 54, 21, 42, 10, , 
2019/3/31, 57, 17, 43, 12, , 
2018/10/1, 50, 22, 31, 10, , 1
2018/10/2, 39, 22, 30, 10, , 1
2018/10/3, 42, 22, 28, 18, , 2
2018/10/4, 58, 28, 37, 26, , 1
2018/10/5, 68, 32, 36, 23, , 1
2018/10/6, 52, 25, 25, 12, , 1
2018/10/7, 28, 16, 29, 6, , 1
2018/10/8, 29, 23, 31, 18, , 1
2018/10/9, 30, 27, 45, 13, , 1
2018/10/10, 51, 19, 35, 7, , 1
2018/10/11, 35, 13, 27, 1, , 1
2018/10/12, 20, 12, 31, 3, , 1
2018/10/13, 19, 14, 31, 3, , 1
2018/10/14, 18, 11, 28, 11, , 1
2018/10/15, 20, 11, 17, 12, , 1
2018/10/16, 23, 24, 15, 15, , 1
2018/10/17, 47, 16, 22, 14, , 1
2018/10/18, 33, 18, 27, 15, , 1
2018/10/19, 45, 20, 30, 13, , 1
2018/10/20, 53, 23, 27, 12, , 1
2018/10/21, 47, 29, 23, 13, , 1
2018/10/22, 60, 20, 28, 16, , 1
2018/10/23, 47, 22, 26, 18, , 1
2018/10/24, 56, 26, 24, 23, , 1
2018/10/25, 59, 38, 18, 21, , 1
2018/10/26, 79, 21, 30, 8, , 1
2018/10/27, 44, 8, 27, 7, , 1
2018/10/28, 15, 13, 26, 12, , 1
2018/10/29, 29, 14, 30, 16, , 1
2018/10/30, 30, 22, 14, 17, , 1
2018/10/31, 47, 22, 25, 9, , 1
2018/11/1, 57, 13, 26, 12, , 1
2018/11/2, 23, 20, 18, 12, , 1
2018/11/3, 33, 23, 28, 4, , 1
2018/11/4, 62, 13, 32, 14, , 1
2018/11/5, 23, 15, 32, 5, , 1
2018/11/6, 19, 15, 30, 5, , 
2018/11/7, 35, 16, 29, 9, , 7
2018/11/8, 43, 11, 32, 7, , 6
2018/11/9, 29, 24, 34, 3, , 1
2018/11/10, 37, 21, 32, 8, , 1
2018/11/11, 42, 16, 22, 15, , 1
2018/11/12, 47, 27, 9, 16, , 2
2018/11/13, 67, 31, 14, 16, , 2
2018/11/14, 87, 39, 14, 16, , 1
2018/11/15, 90, 42, 19, 17, , 2
2018/11/16, 87, 39, 20, 15, , 2
2018/11/17, 78, 37, 22, 10, , 1
2018/11/18, 71, 31, 10, 14, , 1
2018/11/19, 65, 25, 21, 14, , 1
2018/11/20, 50, 22, 25, 12, , 1
2018/11/21, 49, 10, 29, 8, , 1
2018/11/22, 26, 10, 24, 11, , 1
2018/11/23, 29, 9, 29, 7, , 1
2018/11/24, 27, 10, 22, 10, , 1
2018/11/25, 28, 22, 33, 16, , 1
2018/11/26, 42, 25, 26, 9, , 1
2018/11/27, 53, 24, 29, 6, , 1
2018/11/28, 53, 25, 31, 12, , 1
2018/11/29, 48, 31, 23, 18, , 1
2018/11/30, 51, 25, 29, 7, , 1
2018/12/1, 48, 16, 26, 2, , 1
2018/12/2, 35, 3, 16, 3, , 1
2018/12/3, 13, 21, 11, 15, , 1
2018/12/4, 43, 22, 25, 9, , 1
2018/12/5, 52, 22, 21, 9, , 1
2018/12/6, 52, 21, 21, 9, , 1
2018/12/7, 50, 27, 24, 10, , 2
2018/12/8, 53, 29, 22, 8, , 2
2018/12/9, 62, 19, 11, 11, , 1
2018/12/10, 62, 26, 18, 12, , 2
2018/12/11, 66, 26, 28, 8, , 2
2018/12/12, 54, 19, 35, 13, , 1
2018/12/13, 43, 24, 21, 11, , 1
2018/12/14, 61, 12, 30, 3, , 1
2018/12/15, 29, 20, 32, 7, , 1
2018/12/16, 30, 20, 25, 5, , 1
2018/12/17, 47, 17, 32, 5, , 1
2018/12/18, 37, 19, 32, 11, , 1
2018/12/19, 29, 16, 30, 9, , 1
2018/12/20, 32, 10, 31, 4, , 1
2018/12/21, 24, 11, 27, 7, , 2
2018/12/22, 24, 23, 14, 9, , 2
2018/12/23, 63, 23, 13, 15, , 1
2018/12/24, 63, 23, 12, 4, , 1
2018/12/25, 69, 22, 17, , , 2
2018/12/26, 65, 25, 21, 15, 8, 2
2018/12/27, 67, 31, 16, 11, , 1
2018/12/28, 84, 27, 15, 10, , 1
2018/12/29, 64, 18, 12, 7, 1, 1
2018/12/30, 62, , , , , 
2018/9/4, 55, 23, 18, 14, , 
2018/9/5, 55, 24, 31, 12, , 
2018/9/6, 43, 17, 35, 8, , 1
2018/9/7, 35, 13, 38, 11, , 1
2018/9/8, 45, 16, 46, 10, , 1
2018/9/9, 55, 21, 40, 8, , 1
2018/9/10, 64, 23, 30, 15, , 1
2018/9/11, 69, 21, 39, 19, 1, 1
2018/9/12, 71, 21, 44, 21, 2, 1
2018/9/13, 63, 20, 34, 16, 1, 1
2018/9/14, 42, 26, 27, 14, , 1
2018/9/17, 33, 23, 17, 12, , 1
2018/9/18, 37, 17, 14, 10, , 1
2018/9/19, 42, 18, 20, 9, , 1
2018/9/20, 35, 17, 18, 8, , 1
2018/9/21, 38, 15, 16, 10, 1, 2
2018/9/22, 39, 17, 16, 8, 1, 2
2018/9/23, 40, 15, 16, 6, 1, 1
2018/9/24, 20, 11, 22, 9, , 1
2018/9/25, 30, 19, 34, 12, , 1
2018/9/26, 49, 28, 30, 16, , 1
2018/9/27, 61, 34, 20, 11, , 1
2018/9/28, 55, 30, 35, 8, 2, 1
2018/9/29, 57, 31, 30, 7, , 1
2018/9/30, 57, 26, 23, 8, , 5
2021/10/12, , 28, 19, 20, , 1
2021/3/31, , 48, 25, 2, , 1
2021/1/3, , 21, 11, 7, , 2
2020/9/26, , 10, 23, 1, , 1
2020/9/27, , 17, 13, 8, , 1
2020/1/1, , 36, 12, 10, , 3
2020/2/10, , 17, 21, 7, , 1
2020/2/11, , 37, 10, 12, , 1
2020/2/12, , 35, 20, 11, 1, 1
2020/2/13, , 15, 21, 6, 1, 1
2020/2/14, , 17, 16, 9, 1, 1
2020/2/15, , 15, 21, 2, 1, 1
2020/2/16, , 7, 21, , , 1
2020/2/17, , 19, 26, 10, , 1
2020/2/18, , 26, 23, 14, , 1
2020/2/19, , 21, 21, 14, , 1
2020/2/20, , 23, 26, 16, 1, 1
2020/2/21, , 24, 19, 16, 1, 1
2020/2/22, , 34, 26, 15, 1, 1
2020/2/23, , 36, 27, 13, , 1
2018/12/31, , 23, 16, 11, 2, 1
2018/7/1, , 14, 31, 5, 3, 1
2018/7/2, , 10, 27, 9, 3, 1
2018/7/3, , 9, 24, 8, 3, 
2018/7/4, , 10, 24, 8, 3, 1
2018/7/5, , 11, 26, 9, 3, 
2018/7/6, , 14, 26, 11, 3, 1
2018/7/7, , 17, 32, 11, 4, 1
2018/7/8, , 20, 29, 12, 4, 1
2018/7/9, , 21, 21, 15, 3, 1
2018/7/10, , 20, 31, 14, , 5
2018/7/11, , 23, 34, 10, , 5
2018/7/12, , 20, 28, 12, , 5
2018/7/13, , 24, 30, 11, , 7
2018/7/14, , 19, 28, 6, , 10
2018/7/15, , 17, 28, 6, , 12
2018/7/16, , 19, 26, 8, , 13
2018/7/17, , 14, 24, 9, , 1
2018/7/18, , 17, 22, 9, , 3
2018/7/19, , 17, 19, 10, , 5
2018/7/20, , 15, 27, 10, , 1
2018/7/21, , 11, 18, 6, , 1
2018/7/22, , 6, 27, 5, , 1
2018/7/23, , 14, 17, 13, , 2
2018/7/24, , 15, 20, 10, , 1
2018/7/25, , 12, 27, 7, , 1
2018/7/26, , 11, 19, 6, , 1
2018/7/27, , 8, 20, 7, , 1
2018/7/28, , 10, 22, 4, , 1
2018/7/29, , 15, 23, 2, , 1
2018/7/30, , 9, 16, 4, , 1
2018/7/31, , 9, 21, 9, , 1
2018/8/1, , 13, 30, 13, , 1
2018/8/2, , 24, 35, 20, , 1
2018/8/3, , 33, 40, 32, 1, 3
2018/8/4, , 47, 51, 19, , 2
2018/8/5, , 48, 45, 11, , 1
2018/8/6, , 45, 29, 9, , 1
2018/8/7, , 22, 21, 6, , 1
2018/8/8, , 9, 16, 6, , 1
2018/8/9, , 11, 19, 7, , 2
2018/8/10, , 14, 24, 10, , 1
2018/8/11, , 18, 27, 12, 1, 1
2018/8/12, , 14, 15, 8, , 1
2018/8/13, , 12, 15, 10, 1, 2
2018/8/14, , 10, 25, 11, , 1
2018/8/15, , 13, 34, 9, , 1
2018/8/16, , 15, 26, 8, , 1
2018/8/17, , 13, 19, 5, , 1
2018/8/18, , 12, 32, 8, , 1
2018/8/19, , 11, 35, 7, , 1
2018/8/20, , 19, 47, 15, , 1
2018/8/21, , 25, 36, 14, , 1
2018/8/22, , 31, 40, 18, , 1
2018/8/23, , 27, 28, 15, , 1
2018/8/24, , 21, 23, 11, , 1
2018/8/25, , 14, 28, 6, , 1
2018/8/26, , 13, 26, 6, , 1
2018/8/27, , 19, 26, 16, , 1
2018/8/28, , 21, 25, 10, , 1
2018/8/29, , 18, 24, 9, , 1
2018/8/30, , 21, 27, 11, , 1
2018/8/31, , 18, 31, 15, , 1
2018/9/1, , 17, 42, 12, , 
2018/9/2, , 20, 43, 9, , 
2018/9/3, , 25, 26, 12, , 
2018/9/15, , 17, 27, 11, , 1
2018/9/16, , 19, 25, 11, , 1
2018/1/7, , 13, 11, 17, 2, 1
2018/1/8, , 13, 18, 16, 2, 1
2018/1/9, , 14, 25, 16, 2, 1
2018/1/10, , 19, 29, 19, 2, 1
2018/1/11, , 18, 21, 17, 2, 1
2018/1/12, , 17, 26, 14, 2, 1
2018/1/13, , 8, 19, 12, 2, 1
2018/1/14, , 8, 16, 16, 2, 1
2018/1/15, , 13, 19, 16, 1, 1
2018/1/16, , 9, 19, 20, 1, 1
2018/1/17, , 20, 15, 21, 1, 1
2018/1/18, , 24, 15, 21, 1, 1
2018/1/19, , 22, 10, 17, 1, 1
2018/1/20, , 25, 13, 14, 1, 1
2018/1/21, , 13, 11, 16, 1, 1
2018/1/22, , 10, 10, 19, 1, 1
2018/1/23, , 23, 24, 14, 1, 1
2018/1/24, , 22, 27, 18, 1, 
2018/1/25, , 10, 15, 20, 1, 1
2018/1/26, , 18, 8, 18, 1, 
2018/1/27, , 23, 17, 14, 1, 1
2018/1/28, , 10, 11, 21, 1, 1
2018/1/29, , 19, 12, 18, 2, 1
2018/1/30, , 23, 10, 20, 2, 1
2018/1/31, , 34, 19, 17, 2, 1
2018/2/1, , 23, 17, 18, 2, 1
2018/2/2, , 17, 13, 16, 2, 1
2018/2/3, , 22, 24, 13, 2, 1
2018/2/4, , 6, 19, 12, 2, 1
2018/2/5, , 9, 20, 14, 3, 1
2018/2/6, , 12, 21, 11, 2, 1
2018/2/7, , 9, 19, 18, 2, 1
2018/2/8, , 18, 22, 16, 2, 1
2018/2/9, , 19, 23, 12, 2, 
2018/2/10, , 20, 20, 11, 1, 
2018/2/11, , 8, 20, 18, 1, 1
2018/2/12, , 17, 28, 15, 1, 1
2018/2/13, , 19, 31, 11, 1, 1
2018/2/14, , 6, 25, 15, 1, 1
2018/2/15, , 2, 24, 17, 1, 1
2018/2/16, , 5, 24, 26, 1, 1
2018/2/17, , 10, 22, 23, 1, 
2018/2/18, , 10, 17, 29, 1, 1
2018/2/19, , 12, 22, 24, , 1
2018/2/20, , 13, 23, 27, , 1
2018/2/21, , 12, 22, 23, , 1
2018/2/22, , 15, 26, 26, , 1
2018/2/23, , 26, 32, 26, 1, 1
2018/2/24, , 31, 38, 24, , 1
2018/2/25, , 36, 26, 31, 1, 1
2018/2/26, , 36, 20, 27, 1, 1
2018/2/27, , 38, 21, 23, 1, 1
2018/2/28, , 22, 32, 17, 1, 1
2018/3/1, , 13, 28, 17, 1, 1
2018/3/2, , 13, 36, 12, 1, 1
2018/3/3, , 14, 31, 12, 1, 1
2018/3/4, , 12, 32, 19, 1, 1
2018/3/5, , 9, 31, 18, 1, 1
2018/3/6, , 12, 26, 23, 1, 1
2018/3/7, , 17, 28, 15, 1, 1
2018/3/8, , 15, 29, 8, 1, 2
2018/3/9, , 8, 36, 4, , 1
2018/3/10, , 16, 34, 5, , 1
2018/3/11, , 23, 30, 19, , 1
2018/3/12, , 25, 34, 9, , 1
2018/3/13, , 20, 33, 12, , 
2018/3/14, , 15, 34, 4, , 
2018/3/15, , 16, , , , 
2018/3/19, , 7, 26, 23, 1, 
2018/3/20, , 10, 29, 27, 1, 
2018/3/21, , 13, 29, 29, 2, 
2018/3/22, , 16, 27, 22, 2, 1
2018/3/23, , 9, 31, 11, 1, 
2018/3/24, , 19, 24, 23, , 
2018/3/25, , 4, 28, 24, 1, 1
2018/3/26, , 14, 17, 18, 1, 1
2018/3/27, , 16, 27, 15, 2, 
2018/3/28, , 12, 33, 14, 2, 1
2018/3/29, , 11, 36, 8, 2, 1
2018/3/30, , 11, 33, 17, 2, 1
2018/3/31, , 12, 37, 7, 2, 1
2018/4/1, , 14, , , , 
2016/10/1, , 13, 18, 8, 1, 1
2016/10/2, , 8, 7, 13, 1, 1
2016/10/3, , 8, , , , 
2016/7/18, , 21, 38, 3, 1, 2
2016/7/19, , 22, 25, 2, 1, 1
2016/7/20, , 14, 15, 2, 1, 1
2016/7/21, , 9, 23, 2, 1, 2
2016/7/22, , 8, 28, 1, 1, 1
2016/7/23, , 6, 38, 1, 1, 1
2016/7/24, , 10, 41, 1, 1, 1
2016/7/25, , 12, 30, 2, 1, 1
2016/7/26, , 14, 25, 1, 1, 1
2016/7/27, , 10, 33, 3, 2, 1
2016/7/28, , 15, 22, 3, 1, 2
2016/7/29, , 16, , , , 
2016/8/1, , 19, 24, 2, 2, 1
2016/8/2, , 22, 17, 2, 1, 1
2016/8/3, , 23, 12, 1, 1, 1
2016/8/4, , 7, 25, 2, 1, 1
2016/8/5, , 14, 44, 2, 1, 1
2016/8/6, , 13, 52, 2, 1, 1
2016/8/7, , 16, 24, 3, 1, 1
2016/8/8, , 15, 22, 1, 1, 2
2016/8/9, , 37, 27, 1, 1, 1
2016/8/10, , 22, 33, 3, 3, 6
2016/8/11, , 55, 37, 4, 2, 5
2016/8/12, , 54, 38, 3, 1, 3
2016/8/13, , 50, 36, 1, 1, 2
2016/8/14, , 36, 39, 1, , 2
2016/8/15, , 24, 21, 1, 1, 1
2016/8/16, , 24, 11, 1, 1, 1
2016/8/17, , 21, 4, 1, 1, 1
2016/8/18, , 11, 21, , 1, 2
2016/8/19, , 17, 25, 1, 1, 1
2016/8/20, , 17, 32, , 1, 1
2016/8/21, , 10, 37, 3, 1, 1
2016/8/22, , 18, 23, 2, 1, 2
2016/8/23, , 21, 3, 2, 2, 2
2016/8/24, , 18, 23, 1, 1, 1
2016/8/25, , 19, 14, 1, 1, 1
2016/8/26, , 16, , , , 
2016/8/29, , 10, 33, 1, 1, 1
2016/8/30, , 15, 31, 1, 1, 1
2016/8/31, , 23, 33, 1, 2, 2
2016/9/1, , 20, 38, 2, 2, 3
2016/9/2, , 37, 42, 2, 2, 3
2016/9/3, , 35, 41, 1, 2, 1
2016/9/4, , 28, 21, 1, 2, 1
2016/9/5, , 25, 33, 3, 2, 2
2016/9/6, , 37, 21, 1, 1, 2
2016/9/7, , 25, 18, , 1, 1
2016/9/8, , 21, 18, 1, 2, 2
2016/9/9, , 16, 19, , 1, 1
2016/9/10, , 9, 15, , , 1
2016/9/11, , 9, 16, , 1, 1
2016/9/12, , 7, 23, , 1, 1
2016/9/13, , 8, 19, , 1, 1
2016/9/14, , 12, 19, , 1, 2
2016/9/15, , 11, 14, , 2, 1
2016/9/16, , 15, 17, , 1, 1
2016/9/17, , 8, 22, , 1, 1
2016/9/18, , 7, 19, , 2, 1
2016/9/19, , 13, 18, , 1, 2
2016/9/20, , 19, 19, , 1, 2
2016/9/21, , 18, 11, 6, 2, 1
2016/9/22, , 17, 23, 15, 2, 2
2016/9/23, , 17, 18, 9, 1, 1
2016/9/24, , 8, 20, 6, 1, 1
2016/9/25, , 10, 12, 13, 2, 2
2016/9/26, , 16, 9, 15, 2, 2
2016/9/27, , 14, 11, 15, 1, 1
2016/9/28, , 12, 30, 20, 1, 2
2016/9/29, , 21, 14, 21, 2, 2
2016/9/30, , 25, 21, 11, , 1
2016/2/3, , 11, 17, 20, 2, 2
2016/2/4, , 12, 19, 23, 2, 2
2016/2/5, , 20, 32, 12, 1, 4
2016/2/6, , 18, 31, 3, , 2
2016/2/7, , 10, 31, 4, 1, 3
2016/2/8, , 6, 32, 3, , 1
2016/2/9, , 5, , , , 
2018/1/6, , , 19, 20, 2, 1
2018/3/18, , , 23, 14, 2, 1
2016/7/17, , , 41, 4, 2, 2
2016/7/31, , , 28, 1, 2, 1
2016/8/28, , , 22, 1, 1, 1
2016/2/2, , , 20, 24, 1, 1
