date, pm10, o3, no2, so2, co
2016/7/29, 31, , , , 
2016/7/31, 32, 29, 4, , 
2016/8/1, 19, 39, 5, , 
2016/8/2, 26, 49, 6, , 
2016/8/3, 31, 38, 6, , 
2016/8/4, 32, 29, 4, , 
2016/8/5, 30, 33, 6, , 
2016/8/6, 25, 39, 5, , 
2016/8/7, 21, 40, 8, , 
2016/8/8, 23, 23, 6, , 
2016/8/9, 30, 29, 5, , 
2016/8/10, 25, 34, 5, , 
2016/8/11, 25, 41, 7, , 
2016/8/12, 28, 45, 6, , 
2016/8/13, 29, 41, 6, , 
2016/8/14, 23, 35, 6, , 
2016/8/15, 21, 34, 7, , 
2016/8/16, 23, 43, 8, , 
2016/8/17, 33, 40, 7, , 
2016/8/18, 34, 46, 8, , 
2016/8/19, 37, 30, 6, , 
2016/8/20, 35, 33, 5, , 
2016/8/21, 21, 36, 8, , 
2016/8/22, 26, 44, 10, , 
2016/8/23, 35, 45, 8, , 
2016/8/24, 30, 46, 11, , 
2016/8/25, 29, 44, 11, , 
2016/8/26, 29, 42, 7, , 
2016/8/27, 28, 39, 5, , 
2016/8/28, 25, 19, 5, , 
2016/8/29, 25, 27, 6, , 
2016/8/30, 22, 30, 7, , 
2016/8/31, 26, 38, 10, , 
2016/9/1, 29, 35, 14, , 
2016/9/2, 31, 35, 14, , 
2016/9/3, 34, 39, 12, , 
2016/9/4, 29, 36, 13, , 
2016/9/5, 42, 36, 14, , 
2016/9/6, 46, 38, 10, , 
2016/9/7, 32, 29, 9, , 
2016/9/8, 27, 33, 12, , 
2016/9/9, 31, 36, 11, , 
2016/9/10, 28, 38, 10, , 
2016/9/11, 19, 32, 12, , 
2016/9/12, 23, 36, 8, , 
2016/9/13, 30, 26, 9, , 
2016/9/14, 20, 25, 16, , 
2016/9/15, 13, 28, 10, , 
2016/9/16, 20, 21, 4, , 
2016/9/17, 15, 24, 4, , 
2016/9/18, 12, , , , 
2016/9/20, 24, 25, 17, , 
2016/9/21, 35, 40, 13, , 
2016/9/22, 38, 34, 11, , 
2016/9/23, 31, 36, 9, , 
2016/9/24, 25, 35, 7, , 
2016/9/25, 15, 29, 11, , 
2016/9/26, 21, 27, 12, , 
2016/9/27, 28, 27, 15, , 
2016/9/28, 33, 31, 11, , 
2016/9/29, 30, 32, 11, , 
2016/9/30, 25, 32, 13, , 
2016/4/1, 19, 29, 9, , 
2016/4/2, 18, 35, 8, , 
2016/4/3, 21, 22, 17, , 
2016/4/4, 18, 20, 50, , 
2016/4/5, 10, 26, 31, , 
2016/4/6, 11, 28, 14, , 
2016/4/7, 13, 29, 14, , 
2016/4/8, 9, 26, 11, , 
2016/4/9, 9, 36, 9, , 
2016/4/10, 14, 32, 12, , 
2016/4/11, 18, 35, 11, , 
2016/4/12, 18, 30, 10, , 
2016/4/13, 15, 34, 13, , 
2016/4/14, 17, 38, 14, , 
2016/4/15, 22, 30, 11, , 
2016/4/16, 24, 36, 6, , 
2016/4/17, 11, 33, 8, , 
2016/4/18, 10, 33, 10, , 
2016/4/19, 19, 35, 13, , 
2016/4/20, 24, 32, 12, , 
2016/4/21, 22, 21, 11, , 
2016/4/22, 16, 27, 6, , 
2016/4/23, 11, 35, 4, , 
2016/4/24, 11, 32, 6, , 
2016/4/25, 17, 31, 8, , 
2016/4/26, 20, 30, 6, , 
2016/4/27, 22, 17, 12, , 
2016/4/28, 17, 31, 8, , 
2016/4/29, 14, 31, 5, , 
2016/4/30, 15, 34, 3, , 
2016/5/1, 12, 32, 8, , 
2016/5/2, 10, 27, 13, , 
2016/5/3, 15, 38, 13, , 
2016/5/4, 24, 45, 16, , 
2016/5/5, 27, 37, 13, , 
2016/5/6, 31, 38, 12, , 
2016/5/7, 27, 33, 9, , 
2016/5/8, 19, 25, 12, , 
2016/5/9, 11, 23, 14, , 
2016/5/10, 12, 33, 8, , 
2016/5/11, 9, 31, 10, , 
2016/5/12, 10, 32, 8, , 
2016/5/13, 11, 37, 8, , 
2016/5/14, 10, 40, 6, , 
2016/5/15, 11, 39, 7, , 
2016/5/16, 13, 42, 10, , 
2016/5/17, 17, 44, 13, , 
2016/5/18, 23, 30, 8, , 
2016/5/19, 23, 34, 11, , 
2016/5/20, 23, 37, 12, , 
2016/5/21, 20, 33, 7, , 
2016/5/22, 21, 31, 7, , 
2016/5/23, 18, 35, 12, , 
2016/5/24, 23, 36, 13, , 
2016/5/25, 25, 37, 18, , 
2016/5/26, 35, 41, 16, , 
2016/5/27, 41, 38, 12, , 
2016/5/28, 36, 33, 6, , 
2016/5/29, 16, 33, 9, , 
2016/5/30, 13, 22, 6, , 
2016/5/31, 14, 38, 6, , 
2016/6/2, 27, 43, 8, , 
2016/6/3, 26, 41, 8, , 
2016/6/4, 26, 43, 5, , 
2016/6/5, 21, 41, 10, , 
2016/6/6, 21, 45, 9, , 
2016/6/7, 27, 48, 14, , 
2016/6/8, 23, 52, 12, , 
2016/6/9, 29, 48, 13, , 
2016/6/10, 32, 38, 7, , 
2016/6/11, 22, 34, 7, , 
2016/6/12, 18, 32, 8, , 
2016/6/13, 24, 32, 5, , 
2016/6/14, 27, 30, 4, , 
2016/6/15, 24, 26, 3, , 
2016/6/16, 18, 33, 4, , 
2016/6/17, 17, 29, 2, , 
2016/6/18, 15, 32, 2, , 
2016/6/19, 10, 34, 3, , 
2016/6/20, 13, 36, 7, , 
2016/6/21, 24, 37, 7, , 
2016/6/22, 28, 36, 7, , 
2016/6/23, 22, 43, 4, , 
2016/6/24, 26, 34, 2, , 
2016/6/25, 21, 29, 2, , 
2016/6/26, 17, 32, 3, , 
2016/6/27, 19, 34, 7, , 
2016/6/28, 29, 32, 7, , 
2016/6/29, 36, 36, 5, , 
2016/6/30, 30, 40, 7, , 
2016/1/4, 13, 19, 9, , 
2016/1/5, 10, 18, 5, , 
2016/1/6, 7, 4, 28, , 
2016/1/7, 18, 5, 23, , 
2016/1/8, 33, 13, 13, , 
2016/1/9, 32, 16, 10, , 
2016/1/10, 14, 24, 6, , 
2016/1/11, 10, 22, 5, , 
2016/1/12, 11, 17, 11, , 
2016/1/13, 13, 9, 11, , 
2016/1/14, 30, 18, 6, , 
2016/1/15, 15, 22, 3, , 
2016/1/16, 7, 15, 8, , 
2016/1/17, 10, 12, 10, , 
2016/1/18, 19, 17, 11, , 
2016/1/19, 15, 8, 15, , 
2016/1/20, 29, 6, 15, , 
2016/1/21, 40, 2, 16, , 
2016/1/22, 47, 5, 15, , 
2016/1/23, 52, 8, 13, , 
2016/1/24, 37, 6, 13, , 
2016/1/25, 20, 6, 12, , 
2016/1/26, 29, 16, 6, , 
2016/1/27, 13, 12, 9, , 
2016/1/28, 29, 7, 9, , 
2016/1/29, 16, 9, 9, , 
2016/1/30, 30, 13, 6, , 
2016/1/31, 12, 11, 9, , 
2016/2/1, 17, 14, 9, , 
2016/2/2, 24, 25, 8, , 
2016/2/3, 31, 21, 22, , 
2016/2/4, 14, 9, 23, , 
2016/2/5, 35, 23, 19, , 
2016/2/6, 36, 29, 4, , 
2016/2/7, 9, 20, 20, , 
2016/2/8, 12, 24, 13, , 
2016/2/9, 17, 26, 10, , 
2016/2/10, 13, 16, 13, , 
2016/2/11, 8, 11, 17, , 
2016/2/12, 10, 22, 8, , 
2016/2/13, 8, 30, 5, , 
2016/2/14, 6, 28, 9, , 
2016/2/15, 6, 26, 10, , 
2016/2/16, 9, 23, 17, , 
2016/2/17, 12, 13, 21, , 
2016/2/18, 22, 20, 21, , 
2016/2/19, 23, 21, 21, , 
2016/2/20, 24, 20, 22, , 
2016/2/21, 21, 16, 16, , 
2016/2/22, 39, 26, 10, , 
2016/2/23, 67, 18, 21, , 
2016/2/24, 19, 25, 11, , 
2016/2/25, 23, 21, 16, , 
2016/2/26, 13, 27, 9, , 
2016/2/27, 12, 19, 7, , 
2016/2/28, 6, 27, 7, , 
2016/2/29, 9, 27, 10, , 
2016/3/1, 11, 26, 13, , 
2016/3/2, 16, 28, 4, , 
2016/3/3, 12, 31, 18, , 
2016/3/4, 11, 27, 5, , 
2016/3/5, 11, 22, 3, , 
2016/3/6, 5, 21, 14, , 
2016/3/7, 8, 29, 10, , 
2016/3/8, 10, 24, 12, , 
2016/3/9, 13, 26, 8, , 
2016/3/10, 9, 23, 10, , 
2016/3/11, 10, , , , 
2016/3/14, 17, 22, 13, , 
2016/3/15, 11, 25, 13, , 
2016/3/16, 11, 25, 12, , 
2016/3/17, 10, 27, 14, , 
2016/3/18, 15, 17, 15, , 
2016/3/19, 13, 31, 8, , 
2016/3/20, 9, 24, 13, , 
2016/3/21, 13, 25, 10, , 
2016/3/22, 11, 29, 9, , 
2016/3/23, 14, 28, 8, , 
2016/3/24, 16, 28, 8, , 
2016/3/25, 16, 27, 9, , 
2016/3/26, 13, 28, 9, , 
2016/3/27, 14, 20, 10, , 
2016/3/28, 14, 20, 15, , 
2016/3/29, 18, 31, 14, , 
2016/3/30, 25, 28, 11, , 
2016/3/31, 28, 25, 10, , 
2015/10/1, 23, 33, 11, , 
2015/10/2, 18, 26, 11, , 
2015/10/3, 19, 21, 13, , 
2015/10/4, 23, 8, 23, , 
2015/10/5, 29, 25, 13, , 
2015/10/6, 37, 27, 7, , 
2015/10/7, 16, 23, 11, , 
2015/10/8, 21, 23, 14, , 
2015/10/9, 32, 30, 15, , 
2015/10/10, 36, 32, 10, , 
2015/10/11, 30, 28, 7, , 
2015/10/12, 20, 18, 10, , 
2015/10/13, 15, 30, 6, , 
2015/10/14, 20, 31, 13, , 
2015/10/15, 26, 24, 19, , 
2015/10/16, 36, 30, 13, , 
2015/10/17, 38, 24, 12, , 
2015/10/18, 26, 17, 14, , 
2015/10/19, 27, 19, 12, , 
2015/10/20, 29, 26, 10, , 
2015/10/21, 21, 24, 10, , 
2015/10/22, 28, 16, 20, , 
2015/10/23, 31, 21, 19, , 
2015/10/24, 48, 26, 12, , 
2015/10/25, 35, 25, 15, , 
2015/10/26, 26, 21, 11, , 
2015/10/27, 24, 26, 13, , 
2015/10/28, 14, 22, 16, , 
2015/10/29, 24, 23, 17, , 
2015/10/30, 34, 29, 13, , 
2015/10/31, 24, 27, 12, , 
2015/11/1, 23, 30, 13, , 
2015/11/2, 32, 19, 16, , 
2015/11/3, 21, 19, 18, , 
2015/11/4, 19, 16, 19, , 
2015/11/5, 22, 12, 19, , 
2015/11/6, 23, , 12, , 
2015/11/7, 30, , , , 
2015/11/10, 17, 7, 11, , 
2015/11/11, 12, 12, 12, , 
2015/11/12, 15, 12, 11, , 
2015/11/13, 20, 12, 12, , 
2015/11/14, 17, 6, 10, , 
2015/11/15, 20, 8, 10, , 
2015/11/16, 14, 7, 7, , 
2015/11/18, 16, , 15, , 
2015/11/19, 21, 5, 13, , 
2015/11/20, 18, 28, 3, , 
2015/11/21, 27, 31, 3, , 
2015/11/22, 12, 18, 13, , 
2015/11/23, 12, 11, 19, , 
2015/11/24, 28, 26, 13, , 
2015/11/25, 37, 29, 3, , 
2015/11/26, 21, 15, 15, , 
2015/11/27, 28, 24, 12, , 
2015/11/28, 30, , , , 
2015/11/30, 27, 2, 22, , 
2015/12/1, 47, , 21, , 
2015/12/2, 54, 2, 24, , 
2015/12/3, 42, 3, 27, , 
2015/12/4, 60, 5, 22, , 
2015/12/5, 63, 7, 16, , 
2015/12/6, 46, 9, 15, , 
2015/12/7, 27, 12, 12, , 
2015/12/8, 26, 4, 14, , 
2015/12/9, 32, 4, 11, , 
2015/12/10, 31, 6, 9, , 
2015/12/11, 25, 6, 9, , 
2015/12/12, 20, 5, 7, , 
2015/12/13, 19, 6, 7, , 
2015/12/14, 14, 1, 11, , 
2015/12/15, 27, 1, 16, , 
2015/12/16, 49, 1, 17, , 
2015/12/17, 53, 1, 12, , 
2015/12/18, 53, , , , 
2015/12/22, 36, 3, 12, , 
2015/12/23, 21, 6, 10, , 
2015/12/24, 22, 3, 6, , 
2015/12/25, 14, 3, 7, , 
2015/12/26, 12, 5, 8, , 
2015/12/27, 13, 5, 15, , 
2015/12/28, 21, 17, 14, , 
2015/12/29, 22, 2, 11, , 
2015/12/30, 20, , , , 
2016/1/3, 11, 13, 14, , 
2015/7/1, 33, 34, 12, , 
2015/7/2, 32, 42, 11, , 
2015/7/3, 37, 44, 8, , 
2015/7/4, 35, 47, 8, , 
2015/7/5, 28, 48, 9, , 
2015/7/6, 26, 54, 14, , 
2015/7/7, 45, 34, 5, , 
2015/7/8, 44, 36, 6, , 
2015/7/9, 30, 43, 9, , 
2015/7/10, 42, 35, 5, , 
2015/7/11, 36, 38, 4, , 
2015/7/12, 27, 50, 8, , 
2015/7/13, 27, 44, 8, , 
2015/7/14, 34, 43, 9, , 
2015/7/15, 38, 49, 10, , 
2015/7/16, 38, 50, 11, , 
2015/7/17, 42, 39, 8, , 
2015/7/18, 39, 50, 8, , 
2015/7/19, 41, 44, 8, , 
2015/7/20, 22, 45, 10, , 
2015/7/21, 29, 51, 6, , 
2015/7/22, 23, 23, 5, , 
2015/7/23, 10, 43, 7, , 
2015/7/24, 26, 35, 4, , 
2015/7/25, 19, 39, 5, , 
2015/7/26, 15, 31, 8, , 
2015/7/27, 23, 43, 7, , 
2015/7/28, 21, 39, 6, , 
2015/7/29, 28, 26, 5, , 
2015/7/30, 22, 33, 9, , 
2015/7/31, 21, 40, 5, , 
2015/8/1, 13, 47, 6, , 
2015/8/2, 12, 42, 10, , 
2015/8/3, 19, 44, 7, , 
2015/8/4, 25, 47, 8, , 
2015/8/5, 25, 61, 10, , 
2015/8/6, 30, 38, 9, , 
2015/8/7, 33, 17, 6, , 
2015/8/8, 26, 32, 3, , 
2015/8/9, 12, 38, 7, , 
2015/8/10, 11, 46, 8, , 
2015/8/11, 20, 39, 7, , 
2015/8/12, 31, 35, 6, , 
2015/8/13, 36, 31, 4, , 
2015/8/14, 18, 27, 4, , 
2015/8/15, 14, 28, 5, , 
2015/8/16, 12, 32, 7, , 
2015/8/17, 14, 29, 6, , 
2015/8/18, 14, 37, 7, , 
2015/8/19, 12, 37, 7, , 
2015/8/20, 20, 38, 7, , 
2015/8/21, 22, 31, 4, , 
2015/8/22, 19, 33, 3, , 
2015/8/23, 14, 30, 3, , 
2015/8/24, 18, 40, 3, , 
2015/8/25, 18, 36, 3, , 
2015/8/26, 24, 22, 3, , 
2015/8/27, 24, , , , 
2015/8/29, 27, 35, 2, , 
2015/8/30, 27, 32, 3, , 
2015/8/31, 40, 35, 8, , 
2015/9/1, 29, 31, 7, , 
2015/9/2, 15, 30, 7, , 
2015/9/3, 12, 23, 7, , 
2015/9/4, 12, 32, 6, , 
2015/9/5, 9, 31, 8, , 
2015/9/6, 11, 30, 9, , 
2015/9/7, 15, 35, 9, , 
2015/9/8, 22, 40, 10, , 
2015/9/9, 23, 31, 10, , 
2015/9/10, 22, 31, 7, , 
2015/9/11, 17, 37, 7, , 
2015/9/12, 15, 28, 9, , 
2015/9/13, 16, 24, 9, , 
2015/9/14, 16, 31, 11, , 
2015/9/15, 24, 27, 8, , 
2015/9/16, 27, 30, 4, , 
2015/9/17, 19, 30, 9, , 
2015/9/18, 18, 29, 8, , 
2015/9/19, 23, 31, 6, , 
2015/9/20, 18, 33, 15, , 
2015/9/21, 28, 33, 9, , 
2015/9/22, 34, 14, 4, , 
2015/9/23, 24, , 11, , 
2015/9/24, 25, , 18, , 
2015/9/25, 46, , 7, , 
2015/9/26, 47, 5, 6, , 
2015/9/27, 18, 37, 8, , 
2015/9/28, 18, 32, 8, , 
2015/9/29, 24, 24, 14, , 
2015/9/30, 18, 30, 8, , 
2015/4/1, 13, 4, 22, , 
2015/4/2, 21, 26, 6, , 
2015/4/3, 23, 28, 4, , 
2015/4/4, 14, 27, 3, , 
2015/4/5, 9, 33, 4, , 
2015/4/6, 14, 35, 9, , 
2015/4/7, 22, 39, 10, , 
2015/4/8, 26, 39, 11, , 
2015/4/9, 28, 36, 12, , 
2015/4/10, 27, 37, 8, , 
2015/4/11, 26, 35, 8, , 
2015/4/12, 27, 30, 13, , 
2015/4/13, 28, 40, 13, , 
2015/4/14, 36, 25, 16, , 
2015/4/15, 42, 30, 11, , 
2015/4/16, 46, 35, 11, , 
2015/4/17, 28, 40, 12, , 
2015/4/18, 25, 36, 6, , 
2015/4/19, 18, 40, 8, , 
2015/4/20, 14, 38, 13, , 
2015/4/21, 21, 30, 14, , 
2015/4/22, 26, 34, 10, , 
2015/4/23, 21, 38, 10, , 
2015/4/24, 27, 33, 8, , 
2015/4/25, 29, 26, 6, , 
2015/4/26, 21, 29, 4, , 
2015/4/27, 15, 33, 5, , 
2015/4/28, 19, 30, 10, , 
2015/4/29, 21, 35, 8, , 
2015/4/30, 23, 26, 7, , 
2015/5/1, 27, 24, 6, , 
2015/5/2, 17, 28, 7, , 
2015/5/3, 20, 20, 16, , 
2015/5/4, 36, 28, 10, , 
2015/5/5, 46, 37, 8, , 
2015/5/6, 32, 37, 7, , 
2015/5/7, 32, 33, 6, , 
2015/5/8, 34, 33, 6, , 
2015/5/9, 31, 41, 4, , 
2015/5/10, 25, 48, 5, , 
2015/5/11, 24, 42, 8, , 
2015/5/12, 38, 38, 13, , 
2015/5/13, 41, 37, 10, , 
2015/5/14, 54, 36, 1, , 
2015/5/15, 67, 35, 2, , 
2015/5/16, 41, 32, 2, , 
2015/5/17, 13, 37, 5, , 
2015/5/18, 18, 25, 5, , 
2015/5/19, 23, 32, 3, , 
2015/5/20, 11, 34, 4, , 
2015/5/21, 15, 35, 4, , 
2015/5/22, 17, 31, 3, , 
2015/5/23, 18, 33, 2, , 
2015/5/24, 18, 30, 5, , 
2015/5/25, 26, 31, 3, , 
2015/5/26, 19, 35, 3, , 
2015/5/27, 18, 34, 5, , 
2015/5/28, 22, 38, 5, , 
2015/5/29, 26, 34, 3, , 
2015/5/30, 22, 33, 3, , 
2015/5/31, 18, 33, 7, , 
2015/6/1, 16, 40, 11, , 
2015/6/2, 25, 39, 8, , 
2015/6/3, 28, 38, 9, , 
2015/6/4, 29, 39, 9, , 
2015/6/5, 31, 39, 7, , 
2015/6/6, 28, 41, 6, , 
2015/6/7, 23, 41, 8, , 
2015/6/8, 26, 44, 8, , 
2015/6/9, 29, 37, 9, , 
2015/6/10, 21, 32, 9, , 
2015/6/11, 28, 40, 7, , 
2015/6/12, 18, 34, 7, , 
2015/6/13, 17, 20, 4, , 
2015/6/14, 15, 33, 5, , 
2015/6/15, 13, 20, 4, , 
2015/6/16, 13, 38, 5, , 
2015/6/17, 14, 41, 6, , 
2015/6/18, 20, 33, 5, , 
2015/6/19, 21, 33, 4, , 
2015/6/20, 17, 36, 5, , 
2015/6/21, 18, 40, 7, , 
2015/6/22, 21, 41, 8, , 
2015/6/23, 33, 40, 4, , 
2015/6/24, 23, 44, 7, , 
2015/6/25, 17, 46, 9, , 
2015/6/26, 24, 51, 9, , 
2015/6/27, 26, 49, 7, , 
2015/6/28, 27, 43, 8, , 
2015/6/29, 24, 46, 11, , 
2015/6/30, 29, 49, , , 
2015/1/1, 24, 6, 21, 3, 
2015/1/2, 35, 8, 19, 3, 
2015/1/3, 44, 9, 14, 3, 
2015/1/4, 31, 5, 11, 2, 
2015/1/5, 25, 7, 10, , 
2015/1/6, 13, 15, 12, 17, 
2015/1/7, 14, 11, 11, 1, 
2015/1/8, 14, 8, 8, 1, 
2015/1/9, 13, 4, 8, 1, 
2015/1/10, 12, 4, 9, 1, 
2015/1/11, 13, 5, 15, 1, 
2015/1/12, 17, 4, 17, 2, 
2015/1/13, 24, 2, 15, 1, 
2015/1/14, 21, 2, 14, 1, 
2015/1/15, 22, 16, 13, 1, 
2015/1/16, 25, 20, 11, 1, 
2015/1/17, 13, 11, 13, 2, 
2015/1/18, 18, 14, 12, 2, 
2015/1/19, 14, 17, 8, 1, 
2015/1/20, 11, , , , 
2015/1/22, 16, 20, 7, , 
2015/1/23, 13, 20, 7, , 
2015/1/24, 14, 25, 5, , 
2015/1/25, 11, 18, 15, , 
2015/1/26, 18, 12, 23, , 
2015/1/27, 38, 14, 13, , 
2015/1/28, 29, 17, 14, , 
2015/1/29, 21, 21, 7, , 
2015/1/30, 14, 27, 4, , 
2015/1/31, 6, 29, 2, , 
2015/2/1, 5, 22, 14, , 
2015/2/2, 10, 19, 15, , 
2015/2/3, 17, 20, 10, , 
2015/2/4, 9, 20, 9, , 
2015/2/5, 10, 16, 6, , 
2015/2/11, 48, 2, 31, , 
2015/2/12, 54, 11, 30, , 
2015/2/13, 52, 22, 17, , 
2015/2/14, 43, 21, 9, , 
2015/2/15, 13, 24, 18, , 
2015/2/16, 11, 12, 23, , 
2015/2/17, 25, 20, 15, , 
2015/2/18, 18, 15, 26, , 
2015/2/19, 31, 19, 26, , 
2015/2/20, 39, 27, 13, , 
2015/2/21, 31, 33, 7, , 
2015/2/22, 9, 22, 14, , 
2015/2/23, 11, 27, 5, , 
2015/2/24, 12, , , , 
2015/2/26, 15, 33, 6, , 
2015/2/27, 13, 25, 8, , 
2015/2/28, 15, 17, 10, , 
2015/3/1, 17, 16, 8, , 
2015/3/2, 15, 20, 13, , 
2015/3/3, 19, 29, 11, , 
2015/3/4, 31, 26, 2, , 
2015/3/5, 31, , , , 
2015/3/10, 54, 34, 23, , 
2015/3/11, 54, 33, 16, , 
2015/3/12, 58, 29, 9, , 
2015/3/13, 44, 28, 6, , 
2015/3/14, 28, 28, 7, , 
2015/3/15, 12, 25, 8, , 
2015/3/16, 15, 32, 12, , 
2015/3/17, 26, 24, 13, , 
2015/3/18, 28, 24, 16, , 
2015/3/19, 31, 21, 16, , 
2015/3/20, 41, , , , 
2015/3/22, 11, , , , 
2015/3/25, 9, 26, 5, , 
2015/3/26, 8, 29, 5, , 
2015/3/27, 10, 21, 3, , 
2015/3/28, 9, , , , 
2015/3/30, 13, 29, 4, , 
2015/3/31, 15, 34, 3, , 
2014/10/1, 17, 20, 10, , 
2014/10/2, 18, 30, 12, , 
2014/10/3, 23, 36, 12, , 
2014/10/4, 23, 29, 6, , 
2014/10/5, 12, 30, 11, , 
2014/10/6, 20, 24, 14, , 
2014/10/7, 29, 25, 13, 7, 
2014/10/8, 27, 26, 10, , 
2014/10/9, 27, 18, 11, , 
2014/10/10, 20, 25, 9, , 
2014/10/11, 13, 26, 6, , 
2014/10/12, 11, 22, 12, , 
2014/10/13, 14, 11, 12, , 
2014/10/14, 18, 19, 12, 11, 
2014/10/15, 19, 17, 16, 1, 
2014/10/16, 22, 18, 18, 1, 
2014/10/17, 34, 19, 16, 1, 
2014/10/18, 25, 24, 15, 1, 
2014/10/19, 32, 21, 20, , 
2014/10/20, 54, 22, 14, 1, 
2014/10/21, 59, 27, 7, , 
2014/10/22, 29, 24, 16, 1, 
2014/10/23, 37, 21, 23, 1, 
2014/10/24, 53, 24, 19, 1, 
2014/10/25, 59, , , , 
2014/10/27, 36, 21, 16, 1, 
2014/10/28, 39, 21, 16, 1, 
2014/10/29, 43, 19, 20, 1, 
2014/10/30, 57, 21, 17, 1, 
2014/10/31, 47, 19, 14, 1, 
2014/11/1, 37, 12, 8, , 
2014/11/2, 30, 22, 14, 1, 
2014/11/3, 34, 24, 9, , 
2014/11/4, 11, 21, 8, 1, 
2014/11/5, 11, 23, 11, 1, 
2014/11/6, 17, 16, 15, 5, 
2014/11/7, 22, 12, 16, 1, 
2014/11/8, 25, 1, 14, 1, 
2014/11/9, 31, , , , 
2014/11/12, 15, 12, 21, 1, 
2014/11/13, 30, 5, 20, 1, 
2014/11/14, 21, 23, 11, 1, 
2014/11/15, 11, 22, 10, 1, 
2014/11/16, 11, 28, 9, 1, 
2014/11/17, 13, 18, 19, 1, 
2014/11/18, 22, 5, 12, 1, 
2014/11/19, 21, 15, 21, 1, 
2014/11/20, 30, 14, 21, 1, 
2014/11/21, 33, 6, 18, 1, 
2014/11/22, 36, 9, 14, 1, 
2014/11/23, 40, 12, 14, 1, 
2014/11/24, 37, 8, 18, 1, 
2014/11/25, 57, 15, 15, 1, 
2014/11/26, 22, 11, 15, , 
2014/11/27, 16, 20, 12, , 
2014/11/28, 16, 22, 8, , 
2014/11/29, 25, 16, 11, , 
2014/11/30, 63, 19, 11, , 
2014/12/1, 20, 15, 10, 1, 
2014/12/2, 10, 13, 13, 1, 
2014/12/3, 15, 4, 13, 1, 
2014/12/4, 11, 15, 17, 8, 
2014/12/5, 13, 17, 7, 1, 
2014/12/6, 11, 22, 4, 1, 
2014/12/7, 9, 19, 8, 1, 
2014/12/8, 13, 24, 8, 1, 
2014/12/9, 11, 15, 17, 2, 
2014/12/10, 26, 13, 14, 2, 
2014/12/11, 23, 4, 20, 2, 
2014/12/12, 34, 4, 18, 2, 
2014/12/13, 37, 5, 14, 2, 
2014/12/14, 33, 15, 13, 1, 
2014/12/15, 16, 9, 14, 2, 
2014/12/16, 19, 7, 17, 2, 
2014/12/17, 27, 18, 9, 1, 
2014/12/18, 13, 7, 15, 2, 
2014/12/19, 26, 8, 9, 1, 
2014/12/20, 18, 11, 7, 1, 
2014/12/21, 10, 8, 7, 1, 
2014/12/22, 10, 5, 9, 1, 
2014/12/23, 18, 7, 5, 1, 
2014/12/24, 11, 7, 6, 1, 
2014/12/25, 11, 11, 9, 1, 
2014/12/26, 14, 18, 8, 1, 
2014/12/27, 26, 29, 2, 2, 
2014/12/28, 9, , , , 
2014/9/25, 38, 32, 11, , 
2014/9/26, 38, 38, 9, , 
2014/9/27, 28, 25, 10, , 
2014/9/28, 17, 23, 8, , 
2014/9/29, 10, 11, 14, , 
2014/9/30, 16, 15, 14, , 
2021/5/14, , 30, 7, 1, 
2021/2/1, , 27, 3, , 
2021/2/5, , 20, 12, , 
2021/2/6, , 22, 7, , 
2021/2/7, , 24, 3, , 
2021/2/8, , 12, 15, , 
2021/2/9, , 15, 15, , 
2021/1/10, , 17, 11, , 
2021/1/30, , 28, 2, , 
2020/11/29, , 7, 12, , 
2020/11/30, , 6, 9, , 
2020/8/8, , 46, 4, , 
2020/9/12, , 42, 8, , 
2020/3/31, , 24, 5, , 
2020/4/9, , 39, 3, 1, 
2020/4/26, , 24, 6, , 
2019/12/31, , 8, 5, , 
2020/2/17, , 26, 10, , 
2020/2/18, , 24, 12, , 
2019/10/9, , 28, 13, 1, 
2019/10/10, , 28, 12, 1, 
2019/10/11, , 31, 6, , 
2019/11/26, , 20, 18, 1, 
2019/11/27, , 16, 19, 1, 
2019/11/28, , 21, 16, 1, 
2019/7/13, , 40, 5, 1, 
2019/7/14, , 43, 6, 1, 
2019/7/15, , 42, 6, 1, 
2019/7/16, , 38, 10, 1, 
2019/7/17, , 40, 7, 1, 
2019/8/1, , 42, 7, 1, 
2019/8/25, , 37, 9, 1, 
2019/8/26, , 33, 7, 1, 
2019/8/27, , 37, 8, , 
2019/9/1, , 26, 4, , 
2019/4/24, , 34, 7, , 
2019/4/25, , 32, 6, , 
2018/12/31, , 5, 8, , 
2019/1/13, , 18, 7, 1, 
2018/11/6, , 18, 18, , 
2018/12/14, , 1, 6, , 
2018/12/16, , 7, 17, 1, 
2018/12/17, , 4, 15, 1, 
2018/7/1, , 31, 7, , 
2018/7/14, , 53, 5, , 
2018/9/6, , 34, 6, , 
2018/9/7, , 39, 7, 1, 
2018/9/9, , 15, 7, 1, 
2018/9/11, , 42, 4, 1, 
2018/4/15, , 17, 10, , 
2018/4/23, , 42, 12, 1, 
2018/6/5, , 30, 7, , 
2018/6/6, , 36, 8, , 
2017/12/31, , 25, 4, , 
2018/1/28, , 8, 15, , 
2017/11/22, , 5, 42, , 
2017/12/26, , 27, 6, , 
2017/9/9, , 23, 3, , 
2017/5/2, , 28, 9, , 
2017/5/3, , 41, 8, , 
2017/5/12, , 35, 5, , 
2017/3/26, , 21, 19, , 
2016/10/9, , 22, 14, , 
2016/11/1, , 8, 17, , 
